MutTable_Hydro_GeneName	pLI	mis_z
SPRYD4	7.91E-03	8.09E-01
IDH1	2.62E-12	6.04E-01
BSX	7.91E-03	4.84E-01
UNC119	1.48E-04	9.28E-01
F2RL1	1.48E-04	4.95E-01
COX15	1.10E-13	2.62E-01
ZNF792	2.92E-10	5.88E-01
ASB8	3.77E-05	1.31E+00
L1TD1	5.33E-07	-8.87E-01
ALG11	6.17E-09	-4.71E-02
UCKL1	4.36E-15	2.32E+00
PCDHB12	1.23E-07	-2.51E+00
TXNDC12	3.74E-05	5.17E-01
DHRS11	2.24E-06	5.28E-01
GP1BB	5.12E-01	4.59E-01
OOSP2	2.79E-02	4.60E-01
PRIMPOL	1.33E-18	-2.99E-01
MAP1LC3A	2.79E-02	1.46E+00
COQ6	4.33E-15	6.18E-01
SHC2	2.13E-14	2.74E-01
PFDN5	5.68E-04	9.55E-02
NMRAL1	9.25E-06	-7.34E-01
AICDA	9.21E-06	1.34E+00
NUDT12	6.00E-11	-4.78E-01
ZNF571	2.57E-12	-2.70E-01
BCAS2	2.78E-08	5.15E-01
BCHE	1.06E-13	-1.04E+00
LDHC	5.27E-07	1.69E-01
GNGT1	2.53E-01	-6.19E-01
LCN12	1.46E-04	6.10E-01
LYPD2	2.53E-01	2.02E-01
LBP	4.19E-15	-1.54E-01
HOXB2	1.46E-04	-1.57E+00
ZNF517	1.46E-04	5.29E-02
MRPL30	2.77E-02	6.05E-01
RNF5	3.70E-05	7.90E-01
PCDHA8	1.29E-18	-1.40E+00
ZP1	1.87E-21	1.85E-01
METTL15	2.78E-10	-2.41E-01
IRX6	2.50E-12	-1.85E+00
LYSMD4	5.62E-04	2.29E-03
RWDD2B	1.21E-07	4.29E-01
B3GAT3	2.71E-08	6.92E-01
KRTAP6-3	5.12E-01	1.53E-01
CTSB	5.88E-11	-3.35E+00
UGT1A3	1.31E-09	-1.35E+00
UGT1A8	1.31E-09	-1.35E+00
RHEBL1	2.19E-06	8.43E-01
HSD3B7	2.69E-08	7.68E-01
CTSO	5.95E-09	-1.02E-01
NOTO	2.11E-03	2.37E-01
ACTL7A	5.13E-07	1.80E-01
C8B	2.31E-19	-7.43E-01
THAP6	5.57E-04	3.52E-01
TMEM233	9.06E-02	7.56E-01
HTR2B	2.69E-10	-1.34E-01
MANSC1	7.76E-03	2.78E-01
HDHD5	1.26E-09	1.83E-01
GGCT	1.43E-04	2.94E-01
IQCF6	7.74E-03	6.77E-01
R3HCC1	1.43E-04	7.75E-01
RHOXF2B	2.51E-01	-7.34E-02
ZNF22	2.10E-03	5.45E-01
CCR8	7.75E-03	2.42E-01
SULT1C2	2.65E-10	-1.75E-01
METTL8	5.55E-11	4.55E-01
SPC24	1.43E-04	7.09E-01
TIMD4	2.64E-10	-3.63E-01
ITGB1BP2	2.60E-08	7.79E-01
LILRB4	4.71E-13	-1.43E+00
C15ORF38-AP3S2	1.15E-11	1.53E-01
CLEC3B	2.10E-03	1.33E+00
ENGASE	4.41E-25	-2.08E-02
ANKRD1	2.63E-10	1.93E-01
GPX5	5.52E-04	2.45E-01
UBE2L6	7.70E-03	5.45E-01
OARD1	5.51E-04	3.24E-01
ELOF1	9.01E-02	1.27E+00
PRR15L	5.10E-01	-1.06E-01
CLEC18A	7.70E-03	1.90E-01
KRT23	4.66E-13	2.37E-01
HRASLS5	2.12E-06	2.04E-01
MAP3K15	2.93E-32	-7.83E-01
P2RY14	5.49E-04	-1.04E-01
APOA1	5.49E-04	5.10E-01
HTRA4	2.27E-12	9.68E-01
CSGALNACT1	9.27E-14	-2.63E+00
LRRN4	1.21E-09	9.89E-01
CD1B	5.36E-11	-9.27E-01
MAP10	8.06E-21	-1.32E+00
ALOX15	1.14E-23	2.77E-02
FOXD4L1	7.66E-03	-3.16E-01
ENKD1	2.53E-08	-2.30E-01
NME8	5.58E-28	-3.76E-01
EDA2R	5.47E-04	-2.05E-01
HTR3C	2.56E-10	-2.76E-01
LIN7A	1.13E-07	1.20E+00
EPM2A	8.72E-06	-2.60E-01
PHLDA3	2.50E-01	1.50E-01
KRT17	1.10E-11	-4.92E-01
KCNK6	2.07E-03	2.63E-02
BLCAP	5.10E-01	1.03E+00
CHIT1	7.17E-16	-1.91E-01
STPG1	1.20E-09	2.50E-01
MARCO	7.77E-21	-1.78E-01
CABS1	7.63E-03	-4.80E-01
C4ORF33	3.52E-05	-7.07E-02
KYAT3	7.13E-16	5.70E-01
ZNF683	1.12E-07	-1.01E-01
LAD1	1.78E-14	3.33E-01
ARSA	1.09E-11	3.80E-01
APOD	5.44E-04	1.76E-01
KIAA1161	1.09E-11	1.39E+00
ZFP57	5.46E-04	1.38E+00
FUT1	5.46E-04	5.98E-01
OR10J5	2.72E-02	2.63E-01
OR1A2	2.72E-02	8.57E-01
NEK3	5.32E-18	1.97E-01
GAL3ST4	2.23E-12	1.61E-02
OCIAD2	3.53E-05	2.89E-01
ST20-MTHFS	7.63E-03	5.58E-01
PCSK9	2.71E-17	2.72E-01
CPB2	2.71E-17	9.53E-01
ZNF273	2.71E-02	3.84E-01
DNAJC12	2.07E-06	6.35E-02
GBP3	1.03E-18	-3.75E-02
MRPS18A	8.63E-06	1.11E-01
RAB40B	8.66E-06	4.61E-01
CYP1A2	2.48E-10	-4.17E-01
KIAA1257	1.17E-09	5.58E-01
COX4I2	1.40E-04	-6.69E-02
KRTAP5-1	8.94E-02	-1.18E+00
PTK6	4.35E-13	3.94E-01
PYCR2	2.07E-06	9.48E-01
BIRC7	1.10E-07	-9.82E-03
RTP1	8.56E-06	-4.50E-01
NEU3	2.44E-08	9.67E-02
KPNA7	3.38E-15	9.07E-01
CAV2	2.70E-02	4.50E-02
CISH	5.39E-04	8.89E-01
UTF1	5.08E-01	8.54E-01
SPATA9	3.48E-05	6.70E-01
CYB561D2	1.38E-04	9.70E-01
ANKRD37	5.37E-04	-2.39E-01
CFAP53	9.70E-19	-5.77E-01
MPST	3.47E-05	1.21E+00
STEAP3	5.32E-09	-2.24E-01
MCEE	2.69E-02	5.19E-01
ANKRD49	5.37E-04	8.87E-01
COQ3	2.43E-08	-7.49E-02
EVI2A	2.04E-03	-9.42E-02
HES5	2.49E-01	-5.94E-01
TMEM139	7.55E-03	-2.14E-01
LYVE1	4.72E-07	1.86E-01
CXCL16	3.45E-05	3.46E-01
SLC25A34	4.71E-07	-2.21E-01
PPP1R14C	2.03E-03	6.70E-01
RDH11	1.08E-07	5.54E-01
IL26	5.35E-04	-3.62E-01
RGS5	5.35E-04	1.49E-01
TIGD7	2.07E-12	5.62E-02
TERB2	2.02E-06	8.66E-01
TAF1D	8.40E-06	3.65E-01
SLFN12	4.69E-07	9.61E-02
AGER	6.35E-16	8.83E-02
GPR182	1.37E-04	1.82E-01
SLC35G6	5.33E-04	4.39E-02
FCGR2A	2.01E-06	3.52E-01
FHAD1	1.37E-04	9.96E-01
SPATA31E1	2.68E-02	-2.13E+00
AGTR1	5.32E-04	4.35E-01
HSPB11	2.02E-03	5.64E-01
HSPB6	8.87E-02	1.28E+00
AQP11	5.30E-04	6.16E-01
FAM98C	1.06E-07	5.53E-01
ORM2	2.00E-06	-1.19E+00
UQCRH	2.02E-03	1.67E-01
GALR1	5.32E-04	-2.09E-01
GOSR2	4.66E-07	-4.89E-01
AAR2	8.31E-06	8.55E-01
PCDHB15	9.74E-12	-6.11E-01
ZNF215	6.19E-16	-1.18E+00
BMP8A	1.98E-06	1.27E+00
C9ORF131	4.63E-18	-1.68E+00
POMZP3	5.29E-04	-4.61E-01
GJC3	5.29E-04	-1.02E-01
ENOSF1	9.03E-19	-2.68E-01
DHCR7	3.95E-13	-4.52E-01
ZNF169	9.60E-12	2.16E-01
CENPQ	1.05E-07	2.68E-01
BTNL9	7.88E-14	-5.54E-01
WDYHV1	8.24E-06	3.43E-01
LONP2	4.24E-28	2.24E+00
BPHL	4.58E-07	4.21E-01
IVD	1.53E-14	3.49E-01
CCDC170	8.61E-24	4.45E-01
THEG	5.02E-09	-9.93E-01
GINM1	5.03E-09	1.05E+00
JAGN1	7.45E-03	5.82E-02
PDCL3	8.23E-06	-4.50E-01
URGCP-MRPS24	5.25E-04	8.58E-01
FLYWCH1	8.67E-19	-2.61E+00
HSD17B1	1.34E-04	-3.51E-01
RGL3	9.99E-32	-3.00E-01
NUDT22	4.52E-07	9.98E-01
YIPF7	8.18E-06	-4.01E-01
ARL2BP	3.35E-05	8.26E-01
MCUB	2.28E-08	1.93E-01
CDK15	2.24E-17	-4.59E-03
TUBB1	1.02E-07	2.74E-03
GSTK1	1.94E-06	6.35E-01
LRRC40	6.00E-21	1.85E-01
B3GAT2	3.33E-05	3.79E-01
PPIF	1.99E-03	6.76E-01
METTL2A	3.76E-13	7.38E-02
PCDHGA8	4.28E-18	1.83E-02
MS4A4A	8.10E-06	2.49E-01
H1FX	8.77E-02	4.59E-01
PAOX	4.86E-09	2.11E-01
ITPA	1.01E-07	1.23E-01
NDUFS5	2.64E-02	1.25E-02
CEP72	1.58E-19	-8.92E-01
KYNU	4.18E-18	-4.13E-01
FNDC9	7.38E-03	2.86E-02
HLA-DOB	1.92E-06	1.77E-01
COMTD1	3.31E-05	9.22E-01
METTL12	1.98E-03	-1.02E+00
SLC11A1	1.55E-19	5.02E-01
H2AFJ	2.46E-01	1.02E+00
IMPG1	1.37E-29	-9.37E-01
SLCO1B1	1.11E-21	-8.97E-01
MROH6	4.15E-18	-6.61E-01
MRPL24	1.91E-06	4.25E-01
ZNF251	1.83E-12	9.75E-01
GNG2	5.06E-01	1.28E+00
TP53TG5	4.44E-07	4.87E-01
METTL22	7.29E-14	-1.98E+00
SDCCAG3	3.65E-13	-1.11E+00
DPPA2	4.79E-09	1.64E-01
GPR37L1	1.02E-09	6.34E-01
ENDOV	1.01E-09	-3.63E-01
LSM5	2.63E-02	8.27E-01
NLRP12	3.65E-28	-1.71E+00
LYNX1	2.63E-02	9.73E-01
ERCC8	2.80E-15	-4.02E-01
TMEM144	4.38E-11	-9.99E-02
C5AR2	2.46E-01	-1.46E-01
CXORF36	3.28E-05	5.39E-01
UPK1B	2.18E-08	6.74E-04
TMEM91	2.63E-02	6.55E-01
CDK5RAP1	7.78E-19	1.25E+00
NABP1	3.28E-05	3.14E-02
TRMT44	2.03E-22	-8.55E-01
R3HDML	1.88E-06	5.46E-01
ATG10	2.18E-08	4.81E-01
CLHC1	5.58E-21	-9.49E-01
RAB38	1.97E-03	-1.57E-01
BBS10	1.75E-12	9.50E-02
KLF17	4.66E-09	-1.25E-01
GRAMD2A	3.49E-13	9.59E-01
ERICH3	1.08E-42	-2.07E+00
CHODL	2.15E-08	-5.11E-02
FAM210B	8.71E-02	8.50E-01
KLC3	3.86E-18	-1.37E+00
APOBEC3B	5.21E-16	5.22E-01
GGT2	1.30E-04	2.39E-01
MYL1	1.30E-04	5.23E-01
BST1	4.21E-11	-1.03E-01
CKMT1B	3.23E-05	5.35E-01
COMMD7	9.75E-08	5.87E-01
BARD1	1.38E-24	-5.48E-01
THAP3	7.28E-03	2.04E-01
SLC22A5	5.27E-16	-3.57E-01
CCDC103	5.09E-04	8.69E-02
NME6	4.27E-07	2.61E-01
SLC51B	2.45E-01	4.57E-01
SLC5A9	9.21E-27	8.02E-01
WDSUB1	6.75E-14	3.43E-01
TRIM4	8.50E-12	1.07E-01
SLFN5	1.70E-12	3.45E-01
GTF2A2	2.61E-02	9.83E-01
IFI35	4.28E-07	-2.45E-01
C12ORF29	2.11E-08	8.20E-01
OPN1MW2	2.45E-01	3.52E-01
FAHD2B	9.59E-08	4.08E-01
PCBD2	2.60E-02	1.79E-01
OR1L8	8.67E-02	3.40E-01
TMEM213	8.67E-02	2.42E-01
CNFN	2.60E-02	2.74E-01
MOCS3	1.84E-06	6.71E-01
FDX1	8.66E-02	4.48E-01
SLC25A45	4.23E-07	1.34E-01
CRISP1	1.83E-06	-1.26E+00
PRH1	7.22E-03	6.94E-01
CAPNS2	1.93E-03	8.12E-02
CCR10	5.05E-04	1.89E+00
TBXA2R	1.28E-04	1.07E+00
PVALB	8.66E-02	3.60E-02
LXN	1.83E-06	7.48E-01
TMCO1	9.41E-10	1.03E+00
TBX10	2.07E-08	-6.86E-02
TMEM26	2.07E-08	-5.99E-01
KCNE4	2.44E-01	3.38E-01
TEX35	9.43E-08	3.21E-01
KLK2	1.28E-04	1.17E-01
SHMT1	1.28E-14	3.52E-01
PRSS53	9.35E-17	4.85E-01
FN3K	2.06E-08	5.10E-02
C11ORF53	1.92E-03	2.30E-01
METTL21A	5.01E-04	-4.22E-02
RPP14	1.93E-03	6.59E-01
NDUFA4L2	8.64E-02	-5.10E-01
POTEJ	2.06E-08	-2.31E+00
KHDC1L	8.63E-02	3.29E-01
KLK12	3.17E-05	-3.30E-01
NOD2	1.98E-30	-4.53E-01
SUSD5	4.00E-11	1.21E-01
NKIRAS1	5.01E-04	8.79E-01
ERVFRD-1	2.59E-02	1.08E+00
ACSM2A	3.28E-23	-1.79E+00
FATE1	7.17E-03	-3.38E-01
GPR68	5.00E-04	1.19E+00
CYB5R1	4.36E-09	5.10E-01
PPP1R35	7.17E-03	-4.93E-02
TUBA3E	2.03E-08	-2.96E-01
ADTRP	4.10E-07	1.78E-01
C3ORF62	1.26E-04	1.69E-01
ALG10B	2.03E-08	-1.57E+00
POLR2J	7.15E-03	1.30E+00
ABCG8	2.38E-20	-2.49E+00
CCR3	1.26E-04	9.64E-02
LYG1	3.13E-05	5.79E-01
ANKRD53	4.09E-07	4.82E-01
SLC15A3	7.78E-12	1.17E+00
MAP1LC3B	1.91E-03	2.93E-01
CD200R1	4.31E-09	7.03E-01
FANCA	1.59E-68	-5.41E+00
CYP20A1	8.89E-17	3.75E-01
C17ORF74	7.73E-12	-6.91E-02
PSMB10	1.77E-06	6.94E-01
EFCAB13	6.45E-32	1.00E+00
CRNN	1.26E-04	-4.97E-01
ITPRIPL1	1.88E-10	5.26E-01
C20ORF96	1.18E-14	-5.06E-01
TGM6	1.12E-24	-8.20E-01
RIPK3	1.19E-14	1.64E-02
ASIC5	6.03E-14	-3.26E-01
ATP5I	8.58E-02	-5.85E-01
MYLK4	3.06E-13	7.81E-01
ATP5SL	1.98E-08	2.26E-01
MMP20	6.08E-14	-5.67E-01
FCER1A	3.08E-05	-4.16E-01
FCER2	7.61E-12	-5.92E-01
RAD9B	3.02E-13	3.21E-01
PILRB	1.25E-04	-2.26E-01
PIGP	1.89E-03	-5.58E-01
LCN10	3.08E-05	3.30E-01
RHBDL2	8.94E-08	7.07E-02
WNT10A	4.17E-09	-4.49E-01
TRIML1	3.70E-11	-4.07E-01
UBE2V1	1.24E-04	1.55E+00
ODF3L2	2.56E-02	1.13E-01
SLC34A3	5.89E-14	-1.29E+00
BAK1	7.40E-06	9.91E-01
DAD1	8.55E-02	6.78E-01
TMEM184A	3.66E-11	-5.03E-01
TDRD12	2.92E-13	6.94E-01
XRCC2	3.96E-07	-1.27E-01
TSPAN1	7.35E-06	5.44E-01
FETUB	8.88E-08	-2.42E-01
NTSR1	1.93E-08	-4.16E-01
TMEM216	1.89E-03	4.91E-01
FASTKD1	4.56E-29	5.53E-01
PCDHB6	1.77E-10	-1.21E+00
ANO7	3.46E-42	1.74E-01
OR4F15	8.52E-02	-1.06E+00
ABRACL	2.42E-01	4.07E-01
OR5M8	2.54E-02	-1.48E+00
CNTD2	4.87E-04	1.05E+00
PFN3	5.01E-01	4.80E-01
SAP25	8.50E-02	3.60E-01
NDUFA5	1.87E-03	2.00E-01
HDHD3	1.87E-03	2.01E-01
CCL4	2.41E-01	-6.43E-01
PDCD2	3.90E-07	5.15E-02
DPH1	8.02E-17	-1.78E-01
CA2	1.69E-06	3.59E-01
C16ORF59	7.10E-12	-1.45E-01
MICALL2	3.44E-26	-1.99E+00
SLC17A1	4.12E-16	4.18E-01
CCS	8.63E-08	4.00E-01
RGPD1	7.01E-03	1.49E+00
SLC26A10	2.10E-15	2.08E-01
SPDYE1	3.55E-11	-4.59E-01
IKBKG	8.49E-02	3.09E-02
SHCBP1L	1.52E-17	2.90E-02
ACTR3C	7.21E-06	-1.28E-01
FEM1A	8.34E-10	1.42E+00
CSN2	7.18E-06	-1.47E+00
KLHL34	3.00E-05	1.46E+00
SPRY4	4.82E-04	5.03E-01
PCDHB4	7.03E-12	-3.41E-01
ADPRHL1	3.49E-11	3.40E-01
AMBP	2.79E-13	-1.62E-01
ELOVL2	8.37E-10	7.49E-02
C9ORF50	1.86E-08	7.86E-01
CASQ2	1.39E-12	-1.95E-01
BDH2	8.53E-08	4.96E-01
CYP4F12	1.47E-17	-7.62E-01
CYP4F2	7.58E-17	-3.41E-01
TOMM5	5.00E-01	3.24E-01
CDKN1A	1.86E-03	4.16E-01
CCDC157	7.16E-22	5.26E-01
ZNF136	4.79E-04	1.28E+00
CD209	2.74E-13	-1.04E-01
HAX1	8.48E-08	1.36E-01
SLC25A35	1.85E-08	2.70E-01
PUM3	3.21E-26	-2.80E+00
CTSW	6.86E-12	-6.74E-01
PPCDC	4.79E-04	4.30E-01
SLC22A13	5.31E-14	1.09E-01
SPINT4	8.44E-02	3.34E-01
TGFBR3L	8.45E-02	6.74E-01
MRPS25	4.79E-04	8.09E-01
C21ORF33	2.97E-05	-7.01E-01
KRTAP5-5	8.45E-02	6.57E-01
CYP27A1	5.29E-19	-3.10E-01
CYP39A1	3.87E-16	-6.49E-02
ACTRT2	4.77E-04	-4.03E-01
EPN3	7.42E-17	-5.84E-01
MYL4	1.20E-04	3.77E-01
TMEM251	6.94E-03	9.40E-01
METTL7A	4.75E-04	-4.79E-02
GABRA6	1.34E-12	-4.09E-01
BCL2L12	3.83E-09	1.39E-01
LURAP1L	2.50E-02	-1.13E+00
GNB3	3.33E-11	1.05E+00
STX11	4.74E-04	-1.31E-01
NUDT13	6.62E-12	5.12E-01
HAS1	1.31E-12	-4.75E-01
SLC25A15	3.70E-07	1.01E-01
TMEM200B	1.83E-03	2.35E-01
ZNF99	2.50E-02	-2.52E+00
LYPD5	4.72E-04	7.80E-01
MRPL3	1.30E-12	-1.60E-01
MSS51	3.28E-11	5.51E-01
HES6	8.39E-02	5.18E-01
KIF2B	1.61E-10	-7.15E-01
TET2	4.33E-54	1.62E+00
THNSL1	1.34E-17	-4.65E-01
SURF2	6.93E-06	-1.07E+00
RAB37	8.11E-08	-4.68E-01
OR2B3	6.86E-03	2.55E-01
CPNE7	4.27E-24	-9.78E-01
NKX3-1	4.70E-04	-2.21E-01
OR6N2	1.82E-03	1.55E-01
TLR5	2.48E-13	3.92E-01
ORAOV1	1.81E-03	-4.11E-01
CYP4F3	3.54E-16	-8.96E-01
LRRC61	1.81E-03	2.43E-01
FAIM	1.18E-04	5.82E-01
MRPL15	1.60E-06	5.53E-01
SDCBP2	3.64E-07	8.81E-02
DEFA4	4.98E-01	-2.34E+00
CTNNBIP1	2.48E-02	5.29E-01
PRPH	4.79E-14	5.56E-01
OR1D5	2.48E-02	-1.82E-01
SLC27A6	2.43E-18	-8.29E-02
AIG1	3.62E-07	2.22E-01
RIPPLY3	8.36E-02	-2.87E-01
PHYKPL	4.77E-14	-4.76E-01
CDCA4	8.35E-02	2.96E-01
POMC	1.17E-04	1.03E-01
RAET1G	6.82E-06	-3.25E-01
TP53INP1	4.66E-04	3.37E-01
UGT2A2	4.75E-14	-1.70E+00
HSPA6	6.83E-06	-2.17E-01
ABCG5	3.08E-21	-7.44E-01
ANKRD16	7.43E-10	4.06E-02
BAAT	7.87E-08	1.34E-02
MSC	2.47E-02	1.54E-02
PRM2	2.46E-02	-9.82E-01
ZNF230	8.32E-02	-1.25E-01
VWA2	1.22E-17	-1.23E-02
MOCS2	4.61E-04	-7.88E-02
OCM2	2.46E-02	2.79E-02
ST6GALNAC4	3.52E-07	7.64E-01
RFESD	6.72E-06	9.09E-01
PPP1R3E	2.37E-01	6.24E-01
CYP3A5	6.29E-17	1.17E+00
ACP6	2.33E-13	6.78E-01
C16ORF74	4.97E-01	-7.67E-01
GNG7	4.97E-01	4.22E-01
TBPL2	1.49E-10	-3.24E-01
SLC25A31	7.32E-10	6.31E-01
ATP5H	4.60E-04	7.43E-01
GH2	2.46E-02	-1.16E+00
GALNT8	8.07E-20	-2.27E-02
MILR1	2.45E-02	5.40E-01
OR2A12	2.45E-02	-6.06E-01
CRYBA4	3.50E-09	6.94E-01
MRM1	6.67E-06	3.77E-01
METTL18	2.80E-05	1.20E-01
SNRPA	2.81E-05	1.75E+00
SPACA3	1.15E-04	-3.80E-01
GALE	1.48E-10	-3.22E-01
TMEM235	4.58E-04	4.92E-01
DNAJC28	1.65E-08	1.54E-02
NPC2	1.78E-03	1.30E+00
SLC17A9	6.10E-17	1.29E+00
MLIP	3.16E-16	-7.10E-01
MYOZ3	2.79E-05	2.60E-01
RNF186	8.26E-02	-1.56E-01
IKBIP	7.61E-08	2.00E-01
CITED1	2.44E-02	8.79E-01
C16ORF58	1.14E-17	-1.75E-01
CYP2J2	1.62E-15	1.36E-01
BDH1	7.57E-08	4.13E-01
MTAP	7.60E-08	-1.76E-02
NECAB2	2.24E-13	-4.91E+00
ASRGL1	2.76E-05	2.03E-01
AK3	1.14E-04	-1.97E+00
SCRN2	5.74E-12	2.17E-01
TMEM30B	2.76E-05	5.06E-01
GSTM2	3.39E-07	8.36E-01
TBXAS1	1.41E-20	-8.07E-01
FOXD4L3	4.95E-01	-1.68E+00
FAM107B	7.43E-08	-5.54E-01
TUBAL3	7.44E-08	-3.18E-01
FAM187A	6.54E-06	1.43E+00
RABEPK	2.84E-11	4.77E-02
PTH2R	1.41E-20	-7.74E-01
ADRA1A	3.37E-07	-1.31E-02
CCDC129	6.55E-36	-3.54E-01
ORC6	3.36E-07	-4.87E-01
MARCH10	3.30E-24	7.02E-01
PCK2	1.75E-23	-2.03E-01
SPINK14	2.42E-02	9.63E-01
TRAM1L1	6.64E-03	2.39E-01
ARSH	7.32E-08	3.14E-01
ATP5S	6.45E-06	3.45E-01
RGS13	4.48E-04	-7.19E-02
CDKN2D	4.95E-01	1.13E+00
QPCTL	1.57E-08	6.16E-01
SLC2A10	1.57E-08	-7.55E-01
KRT78	1.49E-15	-4.78E-01
ABHD14A	6.42E-06	3.26E-01
SPA17	6.62E-03	-1.58E-01
DNASE1L2	3.32E-07	-3.41E-01
FDCSP	8.18E-02	-8.96E-02
PMVK	2.71E-05	7.54E-01
KRTAP10-5	4.46E-04	-1.58E+00
MND1	3.28E-09	4.12E-01
OR2V2	8.19E-02	-1.58E-01
SLC35B3	1.36E-10	5.01E-01
C1ORF109	1.47E-06	2.74E-01
KRT36	2.06E-13	2.82E-01
CRLF2	3.31E-07	-8.53E-01
C21ORF2	3.29E-07	-1.65E-01
TOR1AIP2	3.25E-09	8.01E-01
LRRC27	1.01E-17	-5.89E-01
PM20D1	1.90E-18	4.17E-01
KRTAP3-2	4.94E-01	-5.61E-01
KRTAP4-8	2.41E-02	-2.44E-01
MED28	1.11E-04	-2.79E-01
HEYL	3.27E-07	-6.24E-02
ZNF878	8.15E-02	8.24E-01
IRAK1BP1	1.45E-06	-5.98E-01
ZNF426	6.30E-06	7.95E-03
SPX	1.10E-04	-1.15E-01
MS4A15	4.43E-04	2.33E-01
ZNF17	2.35E-01	4.81E-01
GPANK1	3.24E-07	4.24E-01
CPA2	1.40E-15	-7.68E-02
GLYATL3	7.07E-08	7.38E-01
SNX32	1.83E-18	-2.59E-01
CTHRC1	2.67E-05	6.33E-01
RSPO1	1.44E-06	6.47E-01
TMEM106C	1.50E-08	4.40E-01
ZNF841	2.39E-02	7.94E-01
C5ORF38	1.72E-03	-4.70E-01
TEX26	3.14E-09	-1.14E+00
LTB4R2	4.39E-04	-2.96E-01
TFB1M	6.39E-10	1.50E-01
NDUFA4	2.39E-02	7.89E-03
ROMO1	2.34E-01	1.09E+00
LYPLAL1	2.64E-05	-1.23E+00
MYRFL	3.08E-09	7.85E-01
MS4A3	2.63E-05	-4.87E-01
INA	1.48E-08	2.13E+00
CPA4	9.39E-18	5.25E-01
KCNH6	7.12E-31	-2.05E-01
POLR1C	6.32E-10	-1.44E+00
BHMT	3.74E-14	1.47E-01
SCN2B	1.71E-03	3.17E-01
ZNF524	8.11E-02	9.17E-01
TMEM42	8.08E-02	1.41E-01
HSBP1	2.34E-01	5.83E-01
CYP2C9	1.27E-10	-2.94E+00
KRT26	7.10E-15	-6.64E-01
ARID3C	3.05E-09	4.93E-01
ACPP	2.55E-16	1.68E-01
DPM3	2.33E-01	4.16E-01
P2RX2	9.65E-13	2.32E-01
PDE11A	8.69E-37	-4.01E-03
OTOP2	3.59E-14	3.06E-01
CCDC74B	1.24E-10	-6.66E-01
RFLNA	2.33E-01	3.90E-01
KRTAP10-11	4.33E-04	-1.60E+00
MAD2L1BP	1.44E-08	5.39E-01
ATP6V0D2	2.47E-11	-7.69E-01
MYL6B	6.09E-06	5.07E-01
UBXN2A	1.39E-06	5.85E-01
CCDC17	3.92E-22	1.14E+00
ACTL10	8.05E-02	-3.48E-01
M1AP	3.16E-19	6.13E-01
ZNF345	1.43E-08	8.22E-01
GYG1	4.83E-12	6.45E-02
C1ORF174	1.07E-04	2.32E-02
ATG4C	4.67E-17	-4.37E-01
GABRP	1.82E-13	1.64E-01
CCDC87	3.51E-14	-1.77E-02
ZNF181	9.47E-13	3.91E-01
C6ORF201	6.44E-03	2.85E-01
SERTM1	4.92E-01	1.03E+00
C4ORF51	6.03E-06	-2.52E-01
PFN4	1.69E-03	1.88E-02
P2RY12	1.69E-03	8.63E-01
SCGB2A1	2.32E-01	1.73E-01
MALL	2.32E-01	1.06E+00
DBX2	6.06E-06	-1.27E-01
SLC26A11	3.01E-19	2.05E-01
KRTAP10-3	2.35E-02	-1.68E+00
MUC21	8.02E-02	5.67E-01
CXORF58	3.07E-07	4.04E-01
TPPP2	2.36E-02	-2.42E-01
SPHK1	3.03E-07	4.89E-01
NUDT15	1.67E-03	6.77E-02
KRT83	3.37E-14	-1.24E+00
FAM83A	3.03E-07	4.83E-01
WBP1	6.58E-08	-5.50E-01
SCIMP	4.27E-04	4.62E-01
BST2	4.25E-04	7.08E-01
CETN3	1.05E-04	3.89E-01
ERICH2	6.38E-03	7.66E-01
ASPDH	1.35E-06	4.52E-01
SCGN	2.34E-11	3.49E-01
TRIM51	1.38E-08	-1.14E+00
TMEM82	3.01E-07	-4.44E-02
ZNF525	2.32E-01	3.81E-01
C12ORF43	1.05E-04	4.90E-01
CHMP4C	2.99E-07	-1.45E-01
OR1J4	7.98E-02	-9.08E-02
CARD19	5.93E-06	4.82E-02
KISS1	4.90E-01	-9.64E-02
TMEM14A	2.34E-02	6.35E-01
IER3IP1	2.34E-02	-3.92E-01
IFT27	5.88E-06	2.16E-01
PTTG1	4.22E-04	9.61E-01
TSPAN4	6.42E-08	-3.97E-01
SLC29A2	3.23E-14	4.81E-01
ZNF391	6.45E-08	5.84E-01
CCDC68	8.71E-13	-1.82E-01
KRTAP1-4	2.31E-01	-4.43E-01
SPACA7	1.33E-06	1.21E-01
ITGB3BP	2.96E-07	4.94E-01
GPX7	5.85E-06	1.84E-01
RPH3AL	4.44E-12	-3.14E-01
ZDHHC24	4.21E-04	2.88E-01
C3ORF33	5.84E-06	4.07E-01
TRAP1	1.60E-29	-2.72E+00
VIP	4.20E-04	2.93E-01
VSTM1	6.37E-08	-1.48E-01
MS4A8	2.48E-05	6.92E-01
FDX1L	1.65E-03	5.29E-01
NIPAL2	4.37E-12	8.10E-01
SERPINB8	2.78E-09	-9.50E-01
SPSB4	4.18E-04	8.69E-01
TMEM92	6.33E-03	2.90E-01
STYXL1	1.32E-08	6.04E-01
LRRC15	2.73E-09	-4.62E-01
MMP10	5.91E-15	-1.08E+00
ARSI	5.96E-15	8.53E-01
